brand,view_users,cart_users,purchase_users,purchase_events,revenue,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate
cyberpower,209,0,0,2,368.36,0.0,,0.0
smiger,176,0,0,3,368.08,0.0,,0.0
mantra,1267,0,0,1,366.9,0.0,,0.0
boyscout,2931,8,0,37,366.63,0.002729443875810304,0.0,0.0
mebels,253,0,0,3,364.5,0.0,,0.0
snowcap,1515,2,0,10,363.76,0.0013201320132013201,0.0,0.0
gazpromneft,2104,0,0,34,361.88,0.0,,0.0
hiper,2112,0,0,25,361.56,0.0,,0.0
fitbit,1525,0,0,2,360.32,0.0,,0.0
skytech,751,0,0,14,359.94,0.0,,0.0
atrai,485,0,0,3,359.07,0.0,,0.0
hausmann,2537,0,0,24,357.42,0.0,,0.0
baldessarini,146,0,0,6,354.84999999999997,0.0,,0.0
yuandong,93,0,0,1,353.29,0.0,,0.0
portcase,930,39,13,39,351.07,0.041935483870967745,0.3333333333333333,0.013978494623655914
grillver,1811,0,0,3,350.97,0.0,,0.0
wortex,682,0,0,6,350.44,0.0,,0.0
bsa-wheels,24,0,0,1,349.56,0.0,,0.0
pinus,116,0,0,1,349.28,0.0,,0.0
calve,912,0,0,12,348.71,0.0,,0.0
babywood,315,3,1,1,347.73,0.009523809523809525,0.3333333333333333,0.0031746031746031746
altair,630,0,0,3,347.49,0.0,,0.0
rw,403,0,0,4,344.83,0.0,,0.0
yokatta,153,0,0,1,343.38,0.0,,0.0
whistler,383,0,0,7,342.37,0.0,,0.0
edifier,1105,5,1,10,341.93,0.004524886877828055,0.2,0.0009049773755656109
korin,79,0,0,3,340.03000000000003,0.0,,0.0
babygo,461,0,0,4,338.48,0.0,,0.0
lonex,678,0,0,5,337.72,0.0,,0.0
goo.n,503,23,11,19,336.59000000000003,0.04572564612326044,0.4782608695652174,0.02186878727634195
romack,414,0,0,1,334.63,0.0,,0.0
cayin,236,0,0,1,334.55,0.0,,0.0
baratto,983,0,0,5,334.36,0.0,,0.0
scoole,1090,6,0,12,334.13,0.005504587155963303,0.0,0.0
homy,207,0,0,12,333.6,0.0,,0.0
lifedeco,119,0,0,4,331.95,0.0,,0.0
info,571,0,0,2,328.96,0.0,,0.0
kyocera,62,0,0,1,327.69,0.0,,0.0
globber,661,2,1,4,327.0,0.0030257186081694403,0.5,0.0015128593040847202
avene,593,0,0,23,326.63,0.0,,0.0
orange,1751,22,4,22,326.15,0.012564249000571102,0.18181818181818182,0.002284408909194746
abtoys,326,0,0,7,324.17,0.0,,0.0
anon,292,0,0,4,322.94,0.0,,0.0
dirkje,1405,0,0,8,322.0,0.0,,0.0
ladida,862,2,1,11,321.96,0.002320185614849188,0.5,0.001160092807424594
gt,373,0,0,1,321.5,0.0,,0.0
sakura,691,0,0,18,319.7,0.0,,0.0
granicom,171,0,0,6,318.15,0.0,,0.0
mefro,415,0,0,6,316.62,0.0,,0.0
madina,119,0,0,7,315.34999999999997,0.0,,0.0
jinjianfeng,157,0,0,9,312.75,0.0,,0.0
arena,1565,0,0,7,312.22,0.0,,0.0
romax,514,0,0,2,310.69,0.0,,0.0
sospiro,58,0,0,1,310.43,0.0,,0.0
blam,461,0,0,3,310.16999999999996,0.0,,0.0
nutribullet,215,0,0,5,308.9,0.0,,0.0
patrino,329,6,3,3,308.82,0.0182370820668693,0.5,0.00911854103343465
stinger,612,0,0,5,307.61,0.0,,0.0
intro,1083,24,8,19,306.03,0.0221606648199446,0.3333333333333333,0.007386888273314866
rextor,265,0,0,5,305.46999999999997,0.0,,0.0
greentek,1257,0,0,15,300.62,0.0,,0.0
plano,825,0,0,3,299.38,0.0,,0.0
graffiti,453,0,0,2,298.64,0.0,,0.0
samsonite,191,0,0,2,298.59000000000003,0.0,,0.0
schreuders,450,0,0,6,298.08,0.0,,0.0
hifiman,70,0,0,1,297.2,0.0,,0.0
maxima,584,0,0,10,295.74,0.0,,0.0
kronospan,1758,0,0,19,294.73,0.0,,0.0
avis,316,0,0,2,293.44,0.0,,0.0
ara,537,0,0,2,290.86,0.0,,0.0
koss,609,11,2,6,290.48,0.0180623973727422,0.18181818181818182,0.003284072249589491
pnb,475,0,0,54,289.91,0.0,,0.0
tenda,752,1,1,10,289.14,0.0013297872340425532,1.0,0.0013297872340425532
teknum,347,0,0,4,288.29,0.0,,0.0
scher-khan,1128,0,0,4,288.28,0.0,,0.0
iddis,263,0,0,5,287.9,0.0,,0.0
koffer,391,0,0,1,285.52,0.0,,0.0
fant-mebel,216,0,0,1,282.89,0.0,,0.0
acv,416,0,0,5,282.89,0.0,,0.0
zotac,349,1,0,4,279.43,0.0028653295128939827,0.0,0.0
urgaz,65,0,0,1,278.0,0.0,,0.0
destra,1000,0,0,8,278.0,0.0,,0.0
arsi,1022,0,0,5,276.71,0.0,,0.0
danielklein,420,0,0,9,275.69,0.0,,0.0
colombo,380,0,0,7,275.51,0.0,,0.0
a-case,4777,16,3,58,275.26,0.0033493824576093785,0.1875,0.0006280092108017584
bethesda,946,8,5,13,274.41,0.008456659619450317,0.625,0.005285412262156448
ballistix,123,0,0,3,273.29,0.0,,0.0
fissman,800,0,0,6,272.85,0.0,,0.0
sly,1565,0,0,8,270.37,0.0,,0.0
geitaran,237,0,0,2,270.28,0.0,,0.0
anta,496,0,0,3,270.2,0.0,,0.0
lidonet,1056,0,0,14,268.15,0.0,,0.0
boss,106,0,0,1,267.7,0.0,,0.0
etro,108,0,0,1,266.67,0.0,,0.0
veho,2585,0,0,21,266.5,0.0,,0.0
yusufhali,103,0,0,1,264.87,0.0,,0.0
drjart,210,0,0,12,260.94,0.0,,0.0
orico,503,0,0,19,260.63,0.0,,0.0
antika,295,0,0,3,258.36,0.0,,0.0
crockid,4231,0,0,37,258.26,0.0,,0.0
proma,116,0,0,1,257.92,0.0,,0.0
coopervision,600,0,0,10,257.43,0.0,,0.0
incar,1247,0,0,2,257.4,0.0,,0.0
cellio,828,0,0,8,257.36,0.0,,0.0
salmo,792,0,0,16,255.74,0.0,,0.0
pinskdrev,532,0,0,2,254.01,0.0,,0.0
koopman,2183,0,0,20,253.82999999999998,0.0,,0.0
ant,263,0,0,1,252.26,0.0,,0.0
tesoro,2450,0,0,5,251.1,0.0,,0.0
deuter,152,0,0,1,248.14,0.0,,0.0
mora,416,0,0,2,247.86,0.0,,0.0
esse,100,0,0,5,246.22,0.0,,0.0
plextor,233,0,0,4,245.3,0.0,,0.0
oribel,6,0,0,1,245.12,0.0,,0.0
biomecanics,912,0,0,4,244.52999999999997,0.0,,0.0
vibe,163,0,0,3,244.27,0.0,,0.0
troyka,1018,30,15,21,244.2,0.029469548133595286,0.5,0.014734774066797643
keddo,1197,0,0,6,244.18,0.0,,0.0
gulliver,3190,0,0,15,242.71,0.0,,0.0
steba,47,3,2,2,241.92,0.06382978723404255,0.6666666666666666,0.0425531914893617
i-baby,308,0,0,7,241.81,0.0,,0.0
maxi,142,0,0,8,239.89000000000001,0.0,,0.0
lumme,1652,0,0,13,237.42000000000002,0.0,,0.0
rochas,112,0,0,5,237.23000000000002,0.0,,0.0
cityup,487,0,0,5,236.81,0.0,,0.0
hammer,363,0,0,3,235.73,0.0,,0.0
europrint,176,0,0,12,234.84,0.0,,0.0
davidoff,281,0,0,6,234.66,0.0,,0.0
d-clinic,350,0,0,8,234.23,0.0,,0.0
wallberry,1890,0,0,19,232.38,0.0,,0.0
wurth,467,0,0,8,231.92000000000002,0.0,,0.0
bentley,36,0,0,1,231.64,0.0,,0.0
mz,865,0,0,5,231.54,0.0,,0.0
tesler,252,0,0,3,230.88,0.0,,0.0
promozer,221,0,0,12,230.13,0.0,,0.0
trianglegroup,31,0,0,3,229.35000000000002,0.0,,0.0
tv-shop,324,0,0,9,229.32,0.0,,0.0
agl,5586,0,0,2,229.1,0.0,,0.0
memo,217,0,0,1,229.09,0.0,,0.0
standard,38,0,0,2,227.9,0.0,,0.0
ausini,1195,13,1,17,227.19,0.010878661087866108,0.07692307692307693,0.0008368200836820083
syntrax,549,0,0,7,227.17000000000002,0.0,,0.0
victorinox,578,0,0,7,223.43,0.0,,0.0
capella,96,0,0,1,218.8,0.0,,0.0
micro,140,0,0,3,217.51,0.0,,0.0
kaplanser,56,0,0,2,217.25,0.0,,0.0
kapika,320,0,0,3,216.14999999999998,0.0,,0.0
attribute,433,0,0,9,215.72,0.0,,0.0
serebro,441,0,0,54,215.68,0.0,,0.0
natrol,542,0,0,18,215.58,0.0,,0.0
kastamonu,424,0,0,13,211.13,0.0,,0.0
milano,337,0,0,1,210.54,0.0,,0.0
guangwei,692,0,0,16,209.31,0.0,,0.0
kampfer,439,1,1,2,208.74,0.002277904328018223,1.0,0.002277904328018223
corsair,334,0,0,2,208.44,0.0,,0.0
momentum,138,0,0,1,207.98,0.0,,0.0
christina,363,0,0,7,207.71,0.0,,0.0
walfix,839,1,0,14,207.06,0.0011918951132300357,0.0,0.0
nioxin,256,0,0,5,205.95,0.0,,0.0
venti,142,0,0,1,205.93,0.0,,0.0
mateus,227,0,0,1,205.93,0.0,,0.0
sms,610,0,0,20,205.79999999999998,0.0,,0.0
joyroom,616,6,2,14,205.72,0.00974025974025974,0.3333333333333333,0.003246753246753247
blanco,365,0,0,1,204.79,0.0,,0.0
crusader,7,0,0,1,203.35,0.0,,0.0
leco,326,0,0,2,201.62,0.0,,0.0
tutti,422,0,0,6,200.76,0.0,,0.0
fancy,681,0,0,16,200.32999999999998,0.0,,0.0
dbpower,257,0,0,3,200.01,0.0,,0.0
joe,21,0,0,1,199.23,0.0,,0.0
omoikiri,375,0,0,1,199.05,0.0,,0.0
deerma,515,0,0,9,198.99,0.0,,0.0
yacco,1630,0,0,7,198.95999999999998,0.0,,0.0
dls,628,0,0,2,198.2,0.0,,0.0
kale,62,0,0,1,196.71,0.0,,0.0
smoby,531,0,0,1,195.63,0.0,,0.0
sigma,834,0,0,2,195.12,0.0,,0.0
yema,4790,0,0,4,194.6,0.0,,0.0
travellight,132,0,0,4,194.34,0.0,,0.0
karaja,643,0,0,11,194.08,0.0,,0.0
similac,572,0,0,17,192.86,0.0,,0.0
jeep,224,0,0,1,190.22,0.0,,0.0
naranda,43,0,0,2,189.2,0.0,,0.0
gerbor,451,0,0,1,188.94,0.0,,0.0
bovidix,2425,0,0,18,186.67000000000002,0.0,,0.0
progress,98,0,0,1,185.91,0.0,,0.0
reluce,480,0,0,12,185.57999999999998,0.0,,0.0
panouge,255,0,0,4,185.34,0.0,,0.0
stonelock,99,0,0,1,185.33,0.0,,0.0
baboo,320,0,0,8,184.83,0.0,,0.0
listvig,434,0,0,1,184.05,0.0,,0.0
adelline,456,0,0,9,184.05,0.0,,0.0
elco,648,0,0,8,183.28,0.0,,0.0
yunteng,256,0,0,4,183.27,0.0,,0.0
caraya,50,0,0,2,182.76,0.0,,0.0
centara,450,0,0,5,181.99,0.0,,0.0
konov,213,0,0,1,180.18,0.0,,0.0
kiddy,88,0,0,1,179.77,0.0,,0.0
apc,245,2,2,3,179.47,0.00816326530612245,1.0,0.00816326530612245
bamboo,54,0,0,2,178.12,0.0,,0.0
ramili,220,4,1,4,176.55,0.01818181818181818,0.25,0.004545454545454545
magellan,809,5,2,8,174.25,0.006180469715698393,0.4,0.002472187886279357
vtech,382,0,0,3,174.01,0.0,,0.0
mexx,360,0,0,9,173.63,0.0,,0.0
stabila,93,0,0,1,173.29,0.0,,0.0
nero,230,0,0,6,173.07999999999998,0.0,,0.0
yota,70,0,0,6,172.45999999999998,0.0,,0.0
artway,261,0,0,2,172.45999999999998,0.0,,0.0
scierra,811,0,0,2,172.41,0.0,,0.0
crane,491,2,2,2,172.0,0.004073319755600814,1.0,0.004073319755600814
milat,831,0,0,2,171.94,0.0,,0.0
besafe,46,0,0,1,171.18,0.0,,0.0
redblu,46,0,0,1,171.15,0.0,,0.0
elf,900,0,0,7,169.89000000000001,0.0,,0.0
salewa,357,0,0,1,169.89,0.0,,0.0
genki,216,0,0,12,169.85999999999999,0.0,,0.0
timson,1121,28,11,11,169.62,0.024977698483496878,0.39285714285714285,0.009812667261373774
scivation,65,0,0,5,169.1,0.0,,0.0
ogreen,18,0,0,1,167.57,0.0,,0.0
zoom,292,0,0,1,167.31,0.0,,0.0
parrot,678,0,0,1,167.31,0.0,,0.0
wonderlab,647,0,0,18,167.21,0.0,,0.0
sdt,172,0,0,2,166.28,0.0,,0.0
sinbo,492,0,0,7,166.03,0.0,,0.0
ducray,321,0,0,9,165.51,0.0,,0.0
glamvers,351,0,0,2,165.0,0.0,,0.0
puckator,907,0,0,9,164.61,0.0,,0.0
vokul,44,0,0,2,164.22,0.0,,0.0
marta,1023,7,2,6,163.31,0.006842619745845552,0.2857142857142857,0.0019550342130987292
myprotein,146,0,0,4,163.18,0.0,,0.0
yika,149,0,0,3,162.18,0.0,,0.0
ken,225,0,0,2,162.18,0.0,,0.0
blenderbottle,205,0,0,7,162.16000000000003,0.0,,0.0
lite-on,155,0,0,5,161.01999999999998,0.0,,0.0
air-cool,612,7,1,11,160.56,0.011437908496732025,0.14285714285714285,0.0016339869281045752
adamas,88,0,0,1,159.59,0.0,,0.0
graco,334,0,0,2,158.04,0.0,,0.0
payot,187,0,0,4,156.21,0.0,,0.0
isntree,222,0,0,8,155.48,0.0,,0.0
edcon,121,0,0,2,154.45,0.0,,0.0
autojet,105,0,0,3,154.44,0.0,,0.0
kovea,543,0,0,3,154.38,0.0,,0.0
gesso,133,0,0,3,154.38,0.0,,0.0
prolike,756,0,0,3,153.66,0.0,,0.0
chieftec,66,0,0,1,152.11,0.0,,0.0
thorvik,471,0,0,2,151.36,0.0,,0.0
moliabal,1076,0,0,7,151.15,0.0,,0.0
etalon,350,0,0,4,148.26999999999998,0.0,,0.0
nobby,857,11,1,10,147.45,0.012835472578763127,0.09090909090909091,0.0011668611435239206
samo,266,0,0,11,147.24,0.0,,0.0
micron,60,0,0,1,146.46,0.0,,0.0
elitech,92,0,0,1,145.72,0.0,,0.0
babymoov,104,0,0,1,144.15,0.0,,0.0
casela,13,0,0,4,143.32,0.0,,0.0
petro-canada,312,0,0,10,142.76999999999998,0.0,,0.0
now,226,0,0,8,142.35,0.0,,0.0
vako,308,0,0,2,141.91,0.0,,0.0
tundra,862,0,0,3,141.57999999999998,0.0,,0.0
bluesonic,367,0,0,2,141.57,0.0,,0.0
slider,183,0,0,1,141.55,0.0,,0.0
magma,51,0,0,1,141.55,0.0,,0.0
foligain,81,0,0,5,140.95000000000002,0.0,,0.0
colorful,203,0,0,1,140.67,0.0,,0.0
beurer,453,0,0,2,140.60999999999999,0.0,,0.0
noppies,3779,0,0,4,140.29999999999998,0.0,,0.0
eltempo,50,0,0,2,140.02,0.0,,0.0
aoki,39,0,0,1,138.97,0.0,,0.0
scooter,253,2,0,6,138.94,0.007905138339920948,0.0,0.0
fendi,114,0,0,3,138.21,0.0,,0.0
vitebskiekovry,487,0,0,2,136.68,0.0,,0.0
nillkin,2554,0,0,17,135.86,0.0,,0.0
goodloot,960,13,3,9,135.17,0.013541666666666667,0.23076923076923078,0.003125
greenpro,197,0,0,3,135.04,0.0,,0.0
nomad,267,0,0,2,133.8,0.0,,0.0
alcon,837,0,0,8,133.35,0.0,,0.0
guerisson,389,0,0,8,132.82999999999998,0.0,,0.0
damper,60,0,0,2,132.32,0.0,,0.0
palmers,413,0,0,17,132.3,0.0,,0.0
parkwood,30,0,0,1,131.28,0.0,,0.0
royal,918,0,0,4,130.20000000000002,0.0,,0.0
catunltd,1297,0,0,2,129.74,0.0,,0.0
verossa,282,0,0,4,128.7,0.0,,0.0
greentree,382,0,0,1,128.68,0.0,,0.0
martinez,13,0,0,1,128.19,0.0,,0.0
head,274,0,0,2,127.67,0.0,,0.0
ugreen,610,0,0,8,127.08,0.0,,0.0
fisherman,609,0,0,5,127.06,0.0,,0.0
neposeda,424,0,0,5,126.15,0.0,,0.0
kipocket,343,0,0,10,126.1,0.0,,0.0
babyono,344,0,0,6,126.0,0.0,,0.0
rodi,171,3,2,3,125.78999999999999,0.017543859649122806,0.6666666666666666,0.011695906432748537
breezeboat,296,0,0,1,125.52,0.0,,0.0
arpenaz,729,0,0,12,125.48,0.0,,0.0
devos,576,0,0,1,125.36,0.0,,0.0
dickie,129,0,0,6,124.95,0.0,,0.0
taxi,77,0,0,2,124.45,0.0,,0.0
stalker,250,0,0,2,123.5,0.0,,0.0
changerobot,230,0,0,3,123.47999999999999,0.0,,0.0
bambi,95,0,0,1,123.04,0.0,,0.0
afox,351,0,0,1,121.35,0.0,,0.0
bravis,410,9,3,6,120.64,0.02195121951219512,0.3333333333333333,0.007317073170731708
rheinberger,484,0,0,3,120.21000000000001,0.0,,0.0
polese,68,0,0,3,118.92,0.0,,0.0
evgo,141,0,0,1,118.9,0.0,,0.0
estap,144,0,0,1,118.62,0.0,,0.0
shakira,305,0,0,7,118.2,0.0,,0.0
nixx,116,0,0,1,117.12,0.0,,0.0
barokko,918,0,0,9,116.04,0.0,,0.0
kraftool,593,0,0,1,115.83,0.0,,0.0
alca,739,0,0,3,115.83,0.0,,0.0
note,621,0,0,10,115.12,0.0,,0.0
fitchbaby,224,0,0,3,115.05000000000001,0.0,,0.0
kativa,863,0,0,10,114.55,0.0,,0.0
boucheron,91,0,0,3,113.75999999999999,0.0,,0.0
tima,325,0,0,5,113.22999999999999,0.0,,0.0
musclepharm,106,0,0,1,113.13,0.0,,0.0
xinyu,222,0,0,13,112.89,0.0,,0.0
amalbooks,188,0,0,10,111.62,0.0,,0.0
fresh,67,1,0,1,110.66,0.014925373134328358,0.0,0.0
riken,111,0,0,5,109.39999999999999,0.0,,0.0
hellion,66,0,0,2,108.12,0.0,,0.0
x-level,1760,4,2,7,107.93,0.0022727272727272726,0.5,0.0011363636363636363
s-oil,422,0,0,6,107.86,0.0,,0.0
tuarex,35,0,0,2,105.86,0.0,,0.0
nomi,25,0,0,1,105.28,0.0,,0.0
tobot,210,0,0,3,105.09,0.0,,0.0
romer,87,0,0,1,104.25,0.0,,0.0
cullmann,189,0,0,2,104.25,0.0,,0.0
kerastase,46,0,0,2,104.15,0.0,,0.0
laufen,461,0,0,3,103.71000000000001,0.0,,0.0
touchbeauty,797,0,0,4,103.46000000000001,0.0,,0.0
babyhit,473,0,0,2,103.06,0.0,,0.0
yh,117,0,0,1,102.94,0.0,,0.0
schneider,608,0,0,1,102.42,0.0,,0.0
poopsie,253,0,0,1,101.91,0.0,,0.0
besty,1040,0,0,9,101.44,0.0,,0.0
luris,712,0,0,3,101.32,0.0,,0.0
funville,243,0,0,4,100.92,0.0,,0.0
rezult,636,0,0,6,100.52,0.0,,0.0
circle,85,0,0,1,100.39,0.0,,0.0
babybotte,1549,0,0,3,100.39,0.0,,0.0
zhejiang,5,0,0,2,100.34,0.0,,0.0
ferre,35,0,0,1,100.07,0.0,,0.0
alumet,4,0,0,1,99.87,0.0,,0.0
dulevskijfarfor,146,0,0,1,98.35,0.0,,0.0
finezza,321,0,0,5,98.3,0.0,,0.0
zic,589,0,0,5,97.82,0.0,,0.0
adagio,34,0,0,1,97.81,0.0,,0.0
vans,931,0,0,1,97.56,0.0,,0.0
coolermaster,13,0,0,1,97.29,0.0,,0.0
tch,574,0,0,2,97.03999999999999,0.0,,0.0
mikrotik,132,0,0,2,96.62,0.0,,0.0
lcf,234,0,0,6,96.39,0.0,,0.0
elegant,667,0,0,8,96.02000000000001,0.0,,0.0
beisier,230,0,0,2,95.24,0.0,,0.0
taller,724,0,0,5,95.11,0.0,,0.0
lirene,749,0,0,16,94.96000000000001,0.0,,0.0
zenmart,39,0,0,1,94.47,0.0,,0.0
fivestars,160,0,0,4,93.96,0.0,,0.0
gerber,1255,0,0,27,93.64,0.0,,0.0
kuttenkeuler,599,0,0,3,93.57000000000001,0.0,,0.0
bro,258,0,0,2,92.93,0.0,,0.0
leaderkids,38,0,0,2,92.66,0.0,,0.0
jasmine,729,0,0,2,92.66,0.0,,0.0
pqi,52,0,0,3,92.61,0.0,,0.0
ditreex,115,0,0,3,92.31,0.0,,0.0
sirius,575,0,0,7,91.91000000000001,0.0,,0.0
dox,407,0,0,14,91.44,0.0,,0.0
peruzzo,1226,0,0,1,91.12,0.0,,0.0
chilok,156,0,0,2,91.06,0.0,,0.0
belkin,186,2,1,7,90.41,0.010752688172043012,0.5,0.005376344086021506
steger,72,0,0,1,90.09,0.0,,0.0
audac,203,0,0,1,90.09,0.0,,0.0
delta,218,0,0,1,88.66,0.0,,0.0
upright,179,0,0,4,88.22,0.0,,0.0
arkadia,117,0,0,3,87.78,0.0,,0.0
ww,283,0,0,6,87.37,0.0,,0.0
k.k.y.,285,0,0,6,87.27,0.0,,0.0
framesi,369,0,0,3,86.74000000000001,0.0,,0.0
khw,118,2,1,1,86.72,0.01694915254237288,0.5,0.00847457627118644
joerex,936,0,0,7,86.5,0.0,,0.0
ocz,33,0,0,2,86.48,0.0,,0.0
wilson,355,0,0,2,85.95,0.0,,0.0
hintek,58,0,0,1,85.86,0.0,,0.0
mad,450,0,0,2,85.58999999999999,0.0,,0.0
ambition,733,0,0,10,85.16,0.0,,0.0
fischer,211,0,0,2,84.94999999999999,0.0,,0.0
kehan,33,0,0,1,84.94,0.0,,0.0
micromax,465,0,0,1,84.85,0.0,,0.0
daesung,270,0,0,2,84.42,0.0,,0.0
bombbar,205,0,0,4,83.77000000000001,0.0,,0.0
keune,559,0,0,4,83.72999999999999,0.0,,0.0
madcat,175,0,0,2,82.96,0.0,,0.0
graphite,632,0,0,1,82.73,0.0,,0.0
waspo,701,0,0,2,82.38,0.0,,0.0
bouncin,13,0,0,2,82.38,0.0,,0.0
superlux,111,0,0,1,82.37,0.0,,0.0
brevi,463,0,0,1,82.37,0.0,,0.0
cellucor,138,0,0,2,82.12,0.0,,0.0
tempish,391,0,0,2,81.86,0.0,,0.0
tega,730,0,0,7,81.13,0.0,,0.0
nivea,997,0,0,20,80.88,0.0,,0.0
handwers,1513,0,0,2,80.83,0.0,,0.0
atlas,7,0,0,1,80.76,0.0,,0.0
flormar,231,0,0,10,80.16,0.0,,0.0
helfer,820,0,0,1,79.8,0.0,,0.0
cowon,243,0,0,1,79.28,0.0,,0.0
meike,39,0,0,1,79.12,0.0,,0.0
avizor,412,0,0,13,78.8,0.0,,0.0
autovirazh,353,0,0,1,78.16,0.0,,0.0
belcat,109,0,0,1,77.22,0.0,,0.0
fit-rx,242,0,0,5,77.21000000000001,0.0,,0.0
sima-land,484,0,0,3,77.15,0.0,,0.0
acm,385,0,0,3,77.09,0.0,,0.0
basik,1316,0,0,4,76.28,0.0,,0.0
cerruti,41,0,0,2,76.05000000000001,0.0,,0.0
remix,582,0,0,1,75.97,0.0,,0.0
globex,85,0,0,1,74.62,0.0,,0.0
roca,754,0,0,2,72.88,0.0,,0.0
lina,124,0,0,2,72.08,0.0,,0.0
erisson,1010,0,0,2,72.08,0.0,,0.0
favourite,100,0,0,1,72.07,0.0,,0.0
topicrem,304,0,0,5,72.06,0.0,,0.0
spiegelau,186,2,2,2,72.02,0.010752688172043012,1.0,0.010752688172043012
annaanna,778,0,0,2,71.81,0.0,,0.0
haken,86,0,0,4,71.32,0.0,,0.0
aston,470,0,0,6,71.03,0.0,,0.0
jetem,363,1,0,2,69.5,0.0027548209366391185,0.0,0.0
akel,19,0,0,1,69.5,0.0,,0.0
sacvoyage,245,0,0,1,69.39,0.0,,0.0
abk,106,0,0,6,69.36,0.0,,0.0
interos,49,0,0,1,69.02,0.0,,0.0
higashi,192,0,0,1,68.8,0.0,,0.0
piatnik,382,3,2,3,68.73,0.007853403141361256,0.6666666666666666,0.005235602094240838
atelier,105,0,0,1,68.47,0.0,,0.0
maysun,78,2,1,1,67.93,0.02564102564102564,0.5,0.01282051282051282
estomoda,161,0,0,1,66.93,0.0,,0.0
ezetil,2371,0,0,1,66.9,0.0,,0.0
devente,14,0,0,1,66.34,0.0,,0.0
fotorama,87,0,0,2,65.37,0.0,,0.0
teamgroup,38,0,0,1,64.87,0.0,,0.0
kovroff,967,0,0,9,64.86,0.0,,0.0
doubleeagle,51,0,0,1,64.33,0.0,,0.0
zegan,35,0,0,2,64.30000000000001,0.0,,0.0
rebellion,199,0,0,2,64.09,0.0,,0.0
kambrook,95,0,0,1,63.82,0.0,,0.0
luxvisage,1160,0,0,20,63.45,0.0,,0.0
vulli,242,0,0,2,63.28,0.0,,0.0
faans,15,0,0,2,62.72,0.0,,0.0
airline,810,0,0,3,62.290000000000006,0.0,,0.0
bonita,126,0,0,7,62.160000000000004,0.0,,0.0
avs,158,0,0,1,61.88,0.0,,0.0
household,23,0,0,1,61.78,0.0,,0.0
nerf,104,0,0,1,61.52,0.0,,0.0
bestlife,116,2,1,5,60.760000000000005,0.017241379310344827,0.5,0.008620689655172414
sunbody,262,0,0,1,60.49,0.0,,0.0
brizoll,265,0,0,2,60.309999999999995,0.0,,0.0
qcyber,155,0,0,1,60.23,0.0,,0.0
toysmax,81,0,0,1,59.85,0.0,,0.0
geneticlabnutrition,179,0,0,4,59.72,0.0,,0.0
garnier,920,0,0,18,59.53,0.0,,0.0
wtflabz,15,0,0,2,59.46,0.0,,0.0
keneksi,488,3,1,4,58.56,0.006147540983606557,0.3333333333333333,0.0020491803278688526
ves,312,0,0,3,57.92999999999999,0.0,,0.0
alaia,37,0,0,1,57.92,0.0,,0.0
ford,45,0,0,1,57.89,0.0,,0.0
sariel,458,0,0,9,57.69,0.0,,0.0
zilmer,238,1,0,2,57.66,0.004201680672268907,0.0,0.0
ultraflash,401,5,1,5,57.66,0.012468827930174564,0.2,0.0024937655860349127
furreal,16,0,0,1,57.66,0.0,,0.0
nyce,232,0,0,1,57.4,0.0,,0.0
naturehike,1480,0,0,2,57.14,0.0,,0.0
topface,808,0,0,17,56.63,0.0,,0.0
pequetren,84,0,0,1,56.6,0.0,,0.0
pintinox,667,0,0,1,55.6,0.0,,0.0
ty,664,0,0,9,55.129999999999995,0.0,,0.0
lumion,136,0,0,2,55.08,0.0,,0.0
elektrostandard,153,0,0,1,54.83,0.0,,0.0
mekkan,282,0,0,1,54.46,0.0,,0.0
dopdrops,180,0,0,3,54.06,0.0,,0.0
os,119,0,0,2,54.0,0.0,,0.0
quechua,189,0,0,3,53.97,0.0,,0.0
energenie,40,0,0,3,53.97,0.0,,0.0
eurogold,294,10,5,7,53.9,0.034013605442176874,0.5,0.017006802721088437
polo,156,2,2,4,51.879999999999995,0.01282051282051282,1.0,0.01282051282051282
sonda,383,0,0,2,51.48,0.0,,0.0
erbis,63,0,0,1,51.22,0.0,,0.0
qazprotein,61,0,0,3,51.1,0.0,,0.0
swissline,159,0,0,3,50.9,0.0,,0.0
kromax,99,0,0,1,50.45,0.0,,0.0
hottek,331,0,0,3,50.269999999999996,0.0,,0.0
neptun,17,0,0,3,49.71,0.0,,0.0
finish,566,0,0,10,49.62,0.0,,0.0
alerana,293,0,0,7,49.04,0.0,,0.0
onhillsport,24,0,0,1,48.91,0.0,,0.0
mebelgrad,271,0,0,1,48.88,0.0,,0.0
enchantimals,21,0,0,1,48.88,0.0,,0.0
dunya,150,0,0,3,48.849999999999994,0.0,,0.0
lysvenskieemali,25,0,0,1,48.84,0.0,,0.0
segotep,196,0,0,4,48.53,0.0,,0.0
bloomsbury,60,0,0,3,48.12,0.0,,0.0
purederm,1115,0,0,24,48.010000000000005,0.0,,0.0
gembird,736,3,0,6,46.89,0.004076086956521739,0.0,0.0
wess,272,0,0,14,46.76,0.0,,0.0
dearest,40,0,0,1,46.33,0.0,,0.0
imetec,40,0,0,1,46.31,0.0,,0.0
tmnt,146,0,0,1,46.3,0.0,,0.0
dub,899,0,0,7,46.1,0.0,,0.0
biovea,52,0,0,2,46.07,0.0,,0.0
futura,159,0,0,1,45.95,0.0,,0.0
